stop_id1,stop_id2,walking_time
8591227,8591079,175
8591227,8591184,222
8591227,8591218,391
8591227,8591427,397
8591227,Parent8503011,293
8591228,8591029,423
8591228,8591162,582
8591228,8591399,352
8591228,8591400,112
8591228,8591432,581
8591228,8591445,470
8591229,8591164,564
8591229,8591242,561
8591229,8591244,469
8591229,8591255,197
8591229,8591339,297
8591229,8591362,381
8591229,8591386,452
8591229,8591433,572
8591229,8594255,319
8591230,8591196,398
8591230,8591397,243
8591231,8503083,546
8591231,8591087,523
8591231,8591196,459
8591231,8591198,298
8591231,8591199,424
8591231,8591394,136
8591233,8591137,483
8591233,8591180,380
8591233,8591198,331
8591233,8591199,578
8591233,8591429,451
8591234,8591224,514
8591234,8591342,282
8591235,8591086,370
8591235,8591266,334
8591235,8591290,346
8591236,8591038,339
8591236,8591145,437
8591236,8591170,572
8591237,8591071,392
8591237,8591291,397
8591237,8591298,505
8591237,8591324,194
8591237,8591326,501
8591237,8591335,336
8591238,8591189,530
8591238,8591397,513
8591239,8503003:0,357
8591239,8503003:0:1,357
8591239,8503003:0:2,357
8591239,8503003:0:3,357
8591239,8503003P,357
8591239,8503059,393
8591239,8576195,496
8591239,8591220,277
8591239,8591287,319
8591239,8591375,494
8591239,Parent8503003,357
8591240,8503015:0,455
8591240,8503015:0:1,455
8591240,8503015:0:2,455
8591240,8503015P,455
8591240,8591066,419
8591240,8591101,269
8591240,8591246,561
8591240,8591251,488
8591240,8591292,370
8591240,8591425,518
8591240,Parent8503015,455
8591241,8502495,285
8591241,8503009,331
8591241,8503009:0,331
8591241,8503009:0:3,331
8591241,8503009:0:4,331
8591241,8503009P,331
8591241,8503681,594
8591241,8591080,307
8591241,8591081,398
8591241,8591082,304
8591241,8591100,537
8591241,8591387,357
8591241,Parent8503009,331
8591242,8591156,597
8591242,8591164,571
8591242,8591171,556
8591242,8591229,561
8591242,8591255,593
8591242,8591336,291
8591242,8591386,315
8591242,8594255,313
8591243,8580912,449
8591243,8591203,416
8591243,8591208,307
8591244,8591229,469
8591244,8591255,275
8591244,8591276,556
8591244,8591339,525
8591244,8591386,364
8591244,8591406,236
8591244,8594255,379
8591245,8503051,398
8591245,8503051:0:1,398
8591245,8503051:0:19,398
8591245,8503051:0:410,398
8591245,8591308,486
8591245,8591329,449
8591245,8591405,454
8591245,8591824,416
8591245,Parent8503051,398
8591246,8591101,511
8591246,8591168,511
8591246,8591240,561
8591246,8591292,459
8591246,8591326,337
8591246,8591335,439
8591247,8580522,532
8591247,8591135,594
8591247,8591302,513
8591247,8591417,315
8591247,8591419,303
8591247,8591437,498
8591248,8591085,348
8591248,8591187,521
8591248,8591207,257
8591248,8591224,389
8591249,8591118,549
8591249,8591122,393
8591249,8591250,245
8591249,8591338,570
8591250,8591118,477
8591250,8591122,560
8591250,8591249,245
8591250,8591338,383
8591251,8503015:0,501
8591251,8503015:0:1,501
8591251,8503015:0:2,501
8591251,8503015P,501
8591251,8591066,502
8591251,8591240,488
8591251,8591257,560
8591251,8591291,500
8591251,8591292,179
8591251,8591296,297
8591251,8591326,455
8591251,Parent8503015,501
8591252,8591334,484
8591253,8591033,591
8591253,8591138,411
8591253,8591222,568
8591253,8591254,388
8591253,8591334,566
8591254,8591138,480
8591254,8591222,189
8591254,8591253,388
8591254,8591265,340
8591254,8591896,560
8591255,8591229,197
8591255,8591242,593
8591255,8591244,275
8591255,8591339,310
8591255,8591362,577
8591255,8591386,376
8591255,8591406,503
8591255,8594255,286
8591256,8509649,533
8591256,8591172,564
8591256,8591273,370
8591256,8591294,470
8591257,8591219,581
8591257,8591251,560
8591257,8591282,496
8591257,8591296,456
8591257,8591306,430
8591257,8591322,397
8591258,8503001:0,504
8591258,8503001:0:2,504
8591258,8503001:0:3,504
8591258,8503001:0:4,504
8591258,8503001:0:5,504
8591258,8503001:0:6,504
8591258,8503001:0:7,504
8591258,8503001P,504
8591258,8591051,421
8591258,8591056,424
8591258,8591070,545
8591258,8591097,240
8591258,8591165,536
8591258,8591311,486
8591258,8591361,489
8591258,8591372,318
8591258,Parent8503001,504
8591259,8591075,558
8591259,8591169,550
8591259,8591218,517
8591259,8591341,530
8591259,8591447,410
8591259,8591448,514
8591260,8591044,366
8591260,8591116,307
8591260,8591130,343
8591260,8591274,438
8591260,8591284,337
8591260,8591310,378
8591260,8591333,172
8591260,8596008,475
8591261,8591300,592
8591261,8591360,373
8591261,8591432,519
8591261,8591445,516
8591262,8503000,426
8591262,8503000:0,426
8591262,8503000:0:10,426
8591262,8503000:0:11,426
8591262,8503000:0:12,426
8591262,8503000:0:13,426
8591262,8503000:0:14,426
8591262,8503000:0:15,426
8591262,8503000:0:16,426
8591262,8503000:0:17,426
8591262,8503000:0:18,426
8591262,8503000:0:3,426
8591262,8503000:0:31,426
8591262,8503000:0:32,426
8591262,8503000:0:32AB,426
8591262,8503000:0:32CD,426
8591262,8503000:0:33,426
8591262,8503000:0:33AB,426
8591262,8503000:0:34,426
8591262,8503000:0:34AB,426
8591262,8503000:0:4,426
8591262,8503000:0:41/42,426
8591262,8503000:0:43/44,426
8591262,8503000:0:5,426
8591262,8503000:0:6,426
8591262,8503000:0:7,426
8591262,8503000:0:8,426
8591262,8503000:0:9,426
8591262,8503000P,426
8591262,8503088:0,271
8591262,8503088:0:21,271
8591262,8503088:0:22,271
8591262,8503088P,271
8591262,8587348,284
8591262,8587349,596
8591262,8591067,274
8591262,8591299,592
8591262,8591316,291
8591262,8591367,429
8591262,8591368,360
8591262,8591369,502
8591262,8596126,467
8591262,Parent8503000,426
8591262,Parent8503088,292
8591264,8591159,401
8591264,8591347,350
8591265,8591222,381
8591265,8591254,340
8591265,8591896,273
8591266,8591041,403
8591266,8591086,563
8591266,8591235,334
8591266,8591280,552
8591266,8591285,404
8591267,8591088,577
8591267,8591108,281
8591267,8591293,526
8591267,8591380,561
8591267,8591383,453
8591268,8503093,129
8591268,8503093:0:1,129
8591268,8503093:0:42,129
8591268,8503094,427
8591268,8503094:0:1,427
8591268,8503094:0:2,427
8591268,8591061,409
8591268,8591154,231
8591268,Parent8503093,129
8591268,Parent8503094,427
8591269,8503011,599
8591269,8503011:0,599
8591269,8503011:0:1,599
8591269,8503011:0:2,599
8591269,8503011:0:3,599
8591269,8503011P,599
8591269,8503051,507
8591269,8503051:0:1,507
8591269,8503051:0:19,507
8591269,8503051:0:410,507
8591269,8503091,260
8591269,8503091:0:1,260
8591269,8503091:0:12,260
8591269,8506517,271
8591269,8591341,530
8591269,8591366,521
8591269,8591824,496
8591269,Parent8503011,599
8591269,Parent8503051,507
8591269,Parent8503091,260
8591270,8503094,490
8591270,8503094:0:1,490
8591270,8503094:0:2,490
8591270,8591061,504
8591270,8591210,405
8591270,8591370,368
8591270,Parent8503094,490
8591271,8591194,418
8591271,8591305,595
8591272,8503006,438
8591272,8503006:0,438
8591272,8503006:0:1,438
8591272,8503006:0:2,438
8591272,8503006:0:3,438
8591272,8503006:0:4,438
8591272,8503006:0:5,438
8591272,8503006:0:6,438
8591272,8503006:0:7,438
8591272,8503006:0:8,438
8591272,8503006P,438
8591272,8580449,516
8591272,8591062,377
8591272,8591092,458
8591272,8591127,584
8591272,8591289,481
8591272,8591314,546
8591272,Parent8503006,438
8591273,8591112,340
8591273,8591256,370
8591273,8591332,491
8591273,8591382,522
8591274,8591130,472
8591274,8591215,509
8591274,8591260,438
8591274,8591284,222
8591274,8596008,130
8591275,8591143,306
8591275,8591223,465
8591275,8591348,363
8591275,8591371,302
8591275,8591431,210
8591275,8591434,583
8591275,8591446,407
8591276,8591168,288
8591276,8591193,322
8591276,8591244,556
8591276,8591406,433
8591277,8591079,563
8591277,8591184,421
8591277,8591219,371
8591277,8591322,303
8591277,8591381,599
8591278,8590471,274
8591278,8590479,452
8591278,8591210,508
8591278,8591370,300
8591279,8502495,568
8591279,8503009,559
8591279,8503009:0,559
8591279,8503009:0:3,559
8591279,8503009:0:4,559
8591279,8503009P,559
8591279,8591077,334
8591279,8591081,464
8591279,8591106,231
8591279,8591216,448
8591279,8591217,360
8591279,8591304,379
8591279,8591439,498
8591279,Parent8503009,559
8591280,8591041,434
8591280,8591206,548
8591280,8591266,552
8591280,8591285,269
8591281,8591200,218
8591282,8591257,496
8591282,8591291,584
8591282,8591296,543
8591282,8591367,554
8591282,8591368,410
8591282,8596126,329
8591283,8503010,321
8591283,8503010:0,321
8591283,8503010:0:1,321
8591283,8503010:0:2,321
8591283,8503010P,321
8591283,8591058,308
8591283,8591059,377
8591283,8591100,424
8591283,8591317,523
8591283,8591352,533
8591283,8591404,507
8591283,Parent8503010,321
8591284,8590318,595
8591284,8591130,533
8591284,8591260,337
8591284,8591274,222
8591284,8591310,407
8591284,8591333,473
8591284,8596008,340
8591285,8591041,165
8591285,8591206,539
8591285,8591266,404
8591285,8591280,269
8591286,8591430,443
8591286,8594253,544
8591286,8594254,441
8591287,8503003:0,578
8591287,8503003:0:1,578
8591287,8503003:0:2,578
8591287,8503003:0:3,578
8591287,8503003P,578
8591287,8503059,590
8591287,8503499,558
8591287,8503500,390
8591287,8576193,594
8591287,8588078,585
8591287,8591123,424
8591287,8591183,595
8591287,8591220,423
8591287,8591239,319
8591287,8591327,599
8591287,Parent8503003,578
8591289,8591088,456
8591289,8591092,222
8591289,8591103,511
8591289,8591144,424
8591289,8591191,293
8591289,8591272,481
8591289,8591380,485
8591289,8591383,363
8591290,8591076,382
8591290,8591086,361
8591290,8591101,592
8591290,8591235,346
8591290,8591425,585
8591291,8591237,397
8591291,8591251,499
8591291,8591282,584
8591291,8591292,508
8591291,8591296,271
8591291,8591324,580
8591291,8591326,266
8591291,8591335,453
8591292,8503015:0,547
8591292,8503015:0:1,547
8591292,8503015:0:2,547
8591292,8503015P,547
8591292,8591066,534
8591292,8591101,556
8591292,8591240,370
8591292,8591246,459
8591292,8591251,179
8591292,8591291,508
8591292,8591296,395
8591292,8591326,368
8591292,Parent8503015,547
8591293,8591076,556
8591293,8591086,398
8591293,8591088,467
8591293,8591108,337
8591293,8591267,526
8591294,8509649,150
8591294,8591172,337
8591294,8591256,470
8591294,8591830,425
8591296,8591251,297
8591296,8591257,456
8591296,8591282,543
8591296,8591291,271
8591296,8591292,395
8591296,8591326,396
8591297,8591049,359
8591297,8591113,552
8591297,8591225,524
8591298,8503446,566
8591298,8591071,281
8591298,8591174,574
8591298,8591237,505
8591298,8591324,404
8591298,8591339,338
8591298,8591373,272
8591298,8591379,445
8591299,8503447,423
8591299,8503651,461
8591299,8530822,578
8591299,8591067,591
8591299,8591093,179
8591299,8591105,381
8591299,8591183,585
8591299,8591262,592
8591299,8591309,559
8591299,8591316,307
8591299,8591384,496
8591300,8591072,161
8591300,8591102,440
8591300,8591107,545
8591300,8591261,592
8591300,8591360,511
8591302,8591247,513
8591302,8591312,441
8591302,8591416,559
8591302,8591417,387
8591302,8591419,537
8591303,8591192,528
8591303,8591202,553
8591303,8591220,350
8591303,8591412,302
8591304,8502495,334
8591304,8503009,282
8591304,8503009:0,282
8591304,8503009:0:3,282
8591304,8503009:0:4,282
8591304,8503009P,282
8591304,8503681,501
8591304,8587347,437
8591304,8591080,337
8591304,8591081,232
8591304,8591106,449
8591304,8591217,404
8591304,8591279,379
8591304,Parent8503009,282
8591305,8591271,595
8591306,8503015:0,575
8591306,8503015:0:1,575
8591306,8503015:0:2,575
8591306,8503015P,575
8591306,8591110,387
8591306,8591257,430
8591306,8591322,439
8591306,Parent8503015,575
8591307,8591053,495
8591307,8591076,329
8591307,8591101,411
8591308,8503051,484
8591308,8503051:0:1,484
8591308,8503051:0:19,484
8591308,8503051:0:410,484
8591308,8591083,399
8591308,8591084,488
8591308,8591245,486
8591308,8591405,552
8591308,8591824,488
8591308,Parent8503051,484
8591309,8503447,138
8591309,8503499,461
8591309,8530822,119
8591309,8576193,515
8591309,8587349,548
8591309,8588078,482
8591309,8591093,528
8591309,8591105,547
8591309,8591183,160
8591309,8591299,559
8591309,8591327,199
8591310,8591116,594
8591310,8591141,303
8591310,8591260,378
8591310,8591284,407
8591310,8591333,341
8591311,8591051,523
8591311,8591258,486
8591311,8591408,331
8591312,8591121,395
8591312,8591131,485
8591312,8591135,514
8591312,8591302,441
8591312,8591416,267
8591312,8591417,475
8591314,8591053,331
8591314,8591088,595
8591314,8591092,526
8591314,8591272,546
8591315,8591142,361
8591316,8503000,518
8591316,8503000:0,518
8591316,8503000:0:10,518
8591316,8503000:0:11,518
8591316,8503000:0:12,518
8591316,8503000:0:13,518
8591316,8503000:0:14,518
8591316,8503000:0:15,518
8591316,8503000:0:16,518
8591316,8503000:0:17,518
8591316,8503000:0:18,518
8591316,8503000:0:3,518
8591316,8503000:0:31,518
8591316,8503000:0:32,518
8591316,8503000:0:32AB,518
8591316,8503000:0:32CD,518
8591316,8503000:0:33,518
8591316,8503000:0:33AB,518
8591316,8503000:0:34,518
8591316,8503000:0:34AB,518
8591316,8503000:0:4,518
8591316,8503000:0:41/42,518
8591316,8503000:0:43/44,518
8591316,8503000:0:5,518
8591316,8503000:0:6,518
8591316,8503000:0:7,518
8591316,8503000:0:8,518
8591316,8503000:0:9,518
8591316,8503000P,518
8591316,8503088:0,405
8591316,8503088:0:21,405
8591316,8503088:0:22,405
8591316,8503088P,405
8591316,8503447,503
8591316,8530822,557
8591316,8587348,395
8591316,8587349,597
8591316,8591067,315
8591316,8591093,475
8591316,8591262,291
8591316,8591299,307
8591316,8591369,524
8591316,Parent8503000,518
8591316,Parent8503088,409
8591317,8503010,566
8591317,8503010:0,566
8591317,8503010:0:1,566
8591317,8503010:0:2,566
8591317,8503010P,566
8591317,8591058,468
8591317,8591283,523
8591317,8591352,323
8591317,8591384,408
8591317,8591404,417
8591317,Parent8503010,566
8591318,8509649,454
8591318,8591128,580
8591318,8591172,355
8591318,8591175,461
8591318,8591225,562
8591318,8591319,343
8591318,8591830,566
8591318,8594185,562
8591319,8591172,548
8591319,8591175,397
8591319,8591318,343
8591319,8591330,538
8591320,8591136,487
8591320,8591155,424
8591320,8591328,439
8591322,8591219,343
8591322,8591257,397
8591322,8591277,303
8591322,8591306,439
8591323,8503015:0,536
8591323,8503015:0:1,536
8591323,8503015:0:2,536
8591323,8503015P,536
8591323,8580522,519
8591323,8591066,548
8591323,8591110,542
8591323,8591425,514
8591323,8591437,297
8591323,Parent8503015,536
8591324,8591071,414
8591324,8591237,194
8591324,8591291,580
8591324,8591298,404
8591324,8591335,359
8591324,8591339,505
8591325,8591181,181
8591326,8591237,501
8591326,8591246,337
8591326,8591251,455
8591326,8591291,266
8591326,8591292,368
8591326,8591296,396
8591326,8591335,348
8591327,8503000,527
8591327,8503000:0,527
8591327,8503000:0:10,527
8591327,8503000:0:11,527
8591327,8503000:0:12,527
8591327,8503000:0:13,527
8591327,8503000:0:14,527
8591327,8503000:0:15,527
8591327,8503000:0:16,527
8591327,8503000:0:17,527
8591327,8503000:0:18,527
8591327,8503000:0:3,527
8591327,8503000:0:31,527
8591327,8503000:0:32,527
8591327,8503000:0:32AB,527
8591327,8503000:0:32CD,527
8591327,8503000:0:33,527
8591327,8503000:0:33AB,527
8591327,8503000:0:34,527
8591327,8503000:0:34AB,527
8591327,8503000:0:4,527
8591327,8503000:0:41/42,527
8591327,8503000:0:43/44,527
8591327,8503000:0:5,527
8591327,8503000:0:6,527
8591327,8503000:0:7,527
8591327,8503000:0:8,527
8591327,8503000:0:9,527
8591327,8503000P,527
8591327,8503088:0,593
8591327,8503088:0:21,593
8591327,8503088:0:22,593
8591327,8503088P,593
8591327,8503446,495
8591327,8503447,293
8591327,8503499,277
8591327,8503500,532
8591327,8530822,93
8591327,8587348,564
8591327,8587349,363
8591327,8588078,294
8591327,8591067,508
8591327,8591174,557
8591327,8591183,354
8591327,8591287,599
8591327,8591309,199
8591327,8591379,574
8591327,Parent8503000,527
8591327,Parent8503088,570
8591328,8591155,427
8591328,8591320,439
8591329,176,596
8591329,8503051,525
8591329,8503051:0:1,525
8591329,8503051:0:19,525
8591329,8503051:0:410,525
8591329,8503087,208
8591329,8503087:0:1,208
8591329,8503087:0:103,208
8591329,8503087:0:2,208
8591329,8503087:0:203,208
8591329,8503091,480
8591329,8503091:0:1,480
8591329,8503091:0:12,480
8591329,8591245,449
8591329,8591365,248
8591329,8591366,403
8591329,8591824,539
8591329,Parent8503051,525
8591329,Parent8503087,208
8591329,Parent8503091,480
8591330,8591113,574
8591330,8591152,595
8591330,8591225,402
8591330,8591319,538
8591330,8591343,459
8591331,8503610,564
8591331,8591035,504
8591331,8591203,556
8591331,8591344,259
8591331,8591363,419
8591332,8591073,233
8591332,8591112,158
8591332,8591273,491
8591332,8591382,469
8591332,8591393,583
8591333,8591044,394
8591333,8591116,252
8591333,8591130,460
8591333,8591141,572
8591333,8591260,172
8591333,8591284,473
8591333,8591310,341
8591334,8591033,521
8591334,8591252,484
8591334,8591253,566
8591334,8591374,565
8591335,8591168,415
8591335,8591237,336
8591335,8591246,439
8591335,8591291,453
8591335,8591324,359
8591335,8591326,348
8591336,8530473,401
8591336,8591156,310
8591336,8591164,334
8591336,8591171,272
8591336,8591242,291
8591336,8591362,483
8591336,8591386,569
8591336,8594255,506
8591338,8503008:0,479
8591338,8503008:0:1,479
8591338,8503008:0:2,479
8591338,8503008P,479
8591338,8576262,280
8591338,8591054,455
8591338,8591249,570
8591338,8591250,383
8591338,Parent8503008,479
8591339,8591229,297
8591339,8591244,525
8591339,8591255,310
8591339,8591298,338
8591339,8591324,505
8591339,8591362,577
8591339,8591373,453
8591339,8594255,573
8591340,8591104,513
8591340,8591221,413
8591341,8503011,576
8591341,8503011:0,576
8591341,8503011:0:1,576
8591341,8503011:0:2,576
8591341,8503011:0:3,576
8591341,8503011P,576
8591341,8506517,545
8591341,8591218,475
8591341,8591259,530
8591341,8591269,530
8591341,8591447,458
8591341,Parent8503011,576
8591342,8591103,493
8591342,8591144,471
8591342,8591234,282
8591342,8591380,561
8591343,8591152,228
8591343,8591330,459
8591344,8503610,405
8591344,8591214,440
8591344,8591331,259
8591344,8591363,560
8591345,8590318,590
8591345,8591141,563
8591346,8591118,409
8591346,8591160,585
8591346,8591161,539
8591347,8591181,574
8591347,8591264,350
8591348,8591143,395
8591348,8591275,363
8591348,8591431,532
8591349,8591047,569
8591349,8591148,382
8591349,8591181,591
8591349,8591188,286
8591350,8591418,315
8591351,8503053,112
8591351,8503053:0:1,112
8591351,8503053:0:430,112
8591351,8580912,390
8591351,8591150,332
8591351,8591151,403
8591351,Parent8503053,112
8591352,8591100,555
8591352,8591283,533
8591352,8591317,323
8591352,8591387,476
8591353,8591039,449
8591353,8591043,337
8591353,8591178,503
8591353,8591201,470
8591353,8591213,583
8591354,8591048,289
8591354,8591355,261
8591355,8503007,505
8591355,8503007:0,505
8591355,8503007:0:2,505
8591355,8503007:0:3,505
8591355,8503007P,505
8591355,8591048,421
8591355,8591127,495
8591355,8591354,261
8591355,Parent8503007,505
8591357,8587347,446
8591357,8591378,566
8591358,8591143,573
8591358,8591197,551
8591358,8591371,515
8591358,8591423,477
8591358,8591435,583
8591360,8591261,373
8591360,8591300,511
8591360,8591399,590
8591360,8591432,337
8591360,8591445,491
8591361,8591051,285
8591361,8591068,436
8591361,8591097,475
8591361,8591258,489
8591361,8591413,224
8591361,8591428,580
8591362,8591156,569
8591362,8591164,240
8591362,8591171,403
8591362,8591173,508
8591362,8591229,381
8591362,8591255,577
8591362,8591336,483
8591362,8591339,577
8591362,8591376,583
8591362,8591411,234
8591362,8591433,246
8591362,8594255,566
8591363,8591035,149
8591363,8591134,389
8591363,8591331,419
8591363,8591344,560
8591364,8503083,565
8591364,8530812,424
8591364,8530813,495
8591364,8591094,353
8591364,8591119,325
8591365,176,571
8591365,8503087,42
8591365,8503087:0:1,42
8591365,8503087:0:103,42
8591365,8503087:0:2,42
8591365,8503087:0:203,42
8591365,8503091,421
8591365,8503091:0:1,421
8591365,8503091:0:12,421
8591365,8591329,248
8591365,8591366,215
8591365,8591415,563
8591365,Parent8503087,42
8591365,Parent8503091,421
8591366,8503087,249
8591366,8503087:0:1,249
8591366,8503087:0:103,249
8591366,8503087:0:2,249
8591366,8503087:0:203,249
8591366,8503091,267
8591366,8503091:0:1,267
8591366,8503091:0:12,267
8591366,8591204,548
8591366,8591269,520
8591366,8591329,403
8591366,8591365,215
8591366,8591414,486
8591366,8591415,385
8591366,Parent8503087,249
8591366,Parent8503091,267
8591367,8503090,481
8591367,8503090:0:1,481
8591367,8503090:0:101,481
8591367,8503090:0:2,481
8591367,8503090:0:201,481
8591367,8591064,571
8591367,8591219,563
8591367,8591262,429
8591367,8591282,553
8591367,8591368,568
8591367,8591369,349
8591367,Parent8503090,481
8591368,8503000,380
8591368,8503000:0,380
8591368,8503000:0:10,380
8591368,8503000:0:11,380
8591368,8503000:0:12,380
8591368,8503000:0:13,380
8591368,8503000:0:14,380
8591368,8503000:0:15,380
8591368,8503000:0:16,380
8591368,8503000:0:17,380
8591368,8503000:0:18,380
8591368,8503000:0:3,380
8591368,8503000:0:31,380
8591368,8503000:0:32,380
8591368,8503000:0:32AB,380
8591368,8503000:0:32CD,380
8591368,8503000:0:33,380
8591368,8503000:0:33AB,380
8591368,8503000:0:34,380
8591368,8503000:0:34AB,380
8591368,8503000:0:4,380
8591368,8503000:0:41/42,380
8591368,8503000:0:43/44,380
8591368,8503000:0:5,380
8591368,8503000:0:6,380
8591368,8503000:0:7,380
8591368,8503000:0:8,380
8591368,8503000:0:9,380
8591368,8503000P,380
8591368,8503088:0,304
8591368,8503088:0:21,304
8591368,8503088:0:22,304
8591368,8503088P,304
8591368,8503446,535
8591368,8587348,332
8591368,8587349,590
8591368,8591067,412
8591368,8591071,537
8591368,8591262,360
8591368,8591282,410
8591368,8591367,568
8591368,8596126,115
8591368,Parent8503000,380
8591368,Parent8503088,324
8591369,8503090,380
8591369,8503090:0:1,380
8591369,8503090:0:101,380
8591369,8503090:0:2,380
8591369,8503090:0:201,380
8591369,8591064,371
8591369,8591262,502
8591369,8591316,524
8591369,8591367,349
8591369,8591384,414
8591369,Parent8503090,380
8591370,8590471,524
8591370,8591210,310
8591370,8591270,368
8591370,8591278,300
8591371,8591143,356
8591371,8591197,554
8591371,8591275,302
8591371,8591358,515
8591371,8591423,326
8591371,8591431,343
8591371,8591434,478
8591371,8591446,515
8591372,8503001:0,345
8591372,8503001:0:2,345
8591372,8503001:0:3,345
8591372,8503001:0:4,345
8591372,8503001:0:5,345
8591372,8503001:0:6,345
8591372,8503001:0:7,345
8591372,8503001P,345
8591372,8591056,306
8591372,8591057,435
8591372,8591070,240
8591372,8591097,286
8591372,8591165,223
8591372,8591258,318
8591372,Parent8503001,345
8591373,8503446,444
8591373,8503499,572
8591373,8587349,544
8591373,8588078,543
8591373,8591071,447
8591373,8591174,309
8591373,8591298,272
8591373,8591339,453
8591373,8591379,260
8591374,8591033,452
8591374,8591039,590
8591374,8591074,426
8591374,8591178,292
8591374,8591334,565
8591375,8503003:0,510
8591375,8503003:0:1,510
8591375,8503003:0:2,510
8591375,8503003:0:3,510
8591375,8503003P,510
8591375,8503059,561
8591375,8530813,339
8591375,8576196,509
8591375,8591202,338
8591375,8591220,526
8591375,8591239,494
8591375,Parent8503003,510
8591376,8530473,495
8591376,8591078,550
8591376,8591156,459
8591376,8591164,430
8591376,8591171,417
8591376,8591173,513
8591376,8591192,398
8591376,8591362,583
8591376,8591411,405
8591376,8591412,595
8591376,8591433,509
8591377,8530473,384
8591377,8591078,483
8591377,8591156,499
8591377,8591192,597
8591378,8590672,598
8591378,8590677,270
8591378,8590683,533
8591378,8590692,367
8591378,8591357,566
8591378,8594254,547
8591379,8503000,392
8591379,8503000:0,392
8591379,8503000:0:10,392
8591379,8503000:0:11,392
8591379,8503000:0:12,392
8591379,8503000:0:13,392
8591379,8503000:0:14,392
8591379,8503000:0:15,392
8591379,8503000:0:16,392
8591379,8503000:0:17,392
8591379,8503000:0:18,392
8591379,8503000:0:3,392
8591379,8503000:0:31,392
8591379,8503000:0:32,392
8591379,8503000:0:32AB,392
8591379,8503000:0:32CD,392
8591379,8503000:0:33,392
8591379,8503000:0:33AB,392
8591379,8503000:0:34,392
8591379,8503000:0:34AB,392
8591379,8503000:0:4,392
8591379,8503000:0:41/42,392
8591379,8503000:0:43/44,392
8591379,8503000:0:5,392
8591379,8503000:0:6,392
8591379,8503000:0:7,392
8591379,8503000:0:8,392
8591379,8503000:0:9,392
8591379,8503000P,392
8591379,8503088:0,547
8591379,8503088:0:21,547
8591379,8503088:0:22,547
8591379,8503088P,547
8591379,8503446,196
8591379,8503499,378
8591379,8503500,574
8591379,8587348,536
8591379,8587349,283
8591379,8588078,348
8591379,8591067,576
8591379,8591071,463
8591379,8591174,238
8591379,8591298,445
8591379,8591327,574
8591379,8591373,260
8591379,Parent8503000,392
8591379,Parent8503088,527
8591380,8591103,514
8591380,8591144,336
8591380,8591191,437
8591380,8591267,561
8591380,8591289,485
8591380,8591342,561
8591380,8591383,313
8591381,8503090,346
8591381,8503090:0:1,346
8591381,8503090:0:101,346
8591381,8503090:0:2,346
8591381,8503090:0:201,346
8591381,8591064,444
8591381,8591079,497
8591381,8591184,583
8591381,8591219,477
8591381,8591277,599
8591381,8591427,336
8591381,Parent8503090,346
8591382,8503006,309
8591382,8503006:0,309
8591382,8503006:0:1,309
8591382,8503006:0:2,309
8591382,8503006:0:3,309
8591382,8503006:0:4,309
8591382,8503006:0:5,309
8591382,8503006:0:6,309
8591382,8503006:0:7,309
8591382,8503006:0:8,309
8591382,8503006P,309
8591382,8580449,231
8591382,8591062,372
8591382,8591063,299
8591382,8591112,470
8591382,8591273,522
8591382,8591332,469
8591382,Parent8503006,309
8591383,8591088,326
8591383,8591092,385
8591383,8591144,524
8591383,8591191,515
8591383,8591267,453
8591383,8591289,363
8591383,8591380,313
8591384,8591064,521
8591384,8591093,577
8591384,8591299,496
8591384,8591317,408
8591384,8591369,414
8591384,8591404,416
8591385,8591034,493
8591385,8591182,361
8591385,8591405,479
8591386,8591229,452
8591386,8591242,315
8591386,8591244,364
8591386,8591255,376
8591386,8591336,569
8591386,8591406,428
8591386,8594255,140
8591387,8591082,441
8591387,8591100,299
8591387,8591241,357
8591387,8591352,476
8591389,8591087,497
8591389,8591132,184
8591389,8591189,533
8591389,8591421,484
8591389,8591442,547
8591389,8591444,521
8591390,8502572,570
8591390,8503052,546
8591390,8503052:0:1,546
8591390,8503052:0:430,546
8591390,8591145,566
8591390,8591149,557
8591390,8591170,432
8591390,8591190,443
8591390,8591195,276
8591390,Parent8503052,546
8591391,8503020:0,421
8591391,8503020:0:1,421
8591391,8503020:0:2,421
8591391,8503020:0:3,421
8591391,8503020:0:4,421
8591391,8503020P,421
8591391,8591060,420
8591391,8591131,594
8591391,8591135,373
8591391,Parent8503020,421
8591392,8503086,248
8591392,8503086:0:1,248
8591392,8503086:0:112,248
8591392,8503086:0:2,248
8591392,8503086:0:212,248
8591392,8591077,425
8591392,8591082,568
8591392,8591098,458
8591392,8591216,204
8591392,Parent8503086,248
8591393,8591073,542
8591393,8591140,409
8591393,8591332,583
8591394,8591087,431
8591394,8591196,502
8591394,8591198,359
8591394,8591199,556
8591394,8591231,136
8591394,8591421,522
8591397,8591078,476
8591397,8591196,596
8591397,8591230,243
8591397,8591238,513
8591398,8591074,419
8591398,8591121,595
8591398,8591131,379
8591398,8591186,507
8591399,8591024,387
8591399,8591029,552
8591399,8591228,352
8591399,8591360,590
8591399,8591400,330
8591399,8591432,256
8591399,8591445,275
8591400,8591024,563
8591400,8591029,320
8591400,8591228,112
8591400,8591399,330
8591400,8591432,581
8591400,8591445,511
8591401,8503054,221
8591401,8503054:0:1,221
8591401,8503054:0:441,221
8591401,8503610,283
8591401,Parent8503054,221
